domain,merchant_name,merchant_category,country_code,region,readiness_score,protocol_score,data_score,accessibility_score,checkout_score
carbon.ng,Carbon,fintech,NG,africa,22,0,0,95,20
linear.app,Linear,saas,US,north_america,22,0,0,95,20
littlecab.co.ke,Little Cab,other,KE,africa,22,0,0,95,20
mtn.co.rw,MTN Rwanda,other,RW,africa,22,0,0,95,20
woolworths.co.za,Woolworths SA,retail,ZA,africa,22,0,0,95,20
algolia.com,Algolia,saas,FR,europe,22,0,0,95,20
verizon.com,Verizon,telecom,US,north_america,22,0,0,95,20
patricia.com.ng,Patricia,fintech,NG,africa,22,0,0,95,20
chainlink.com,Chainlink,saas,US,north_america,22,0,0,95,20
holaluz.com,Holaluz,other,ES,europe,22,0,0,95,20
bbc.com,BBC,media,GB,europe,22,0,0,95,20
lemon-squeezy.com,Lemon Squeezy,saas,US,north_america,22,0,0,95,20
kyosk.app,Kyosk,b2b,KE,africa,22,0,0,95,20
erli.pl,Erli,marketplace,PL,europe,22,0,0,95,20
cinetpay.com,CinetPay,fintech,CI,africa,22,0,0,95,20
planetscale.com,PlanetScale,api_computing,US,north_america,22,0,0,95,20
together.ai,Together AI,api_computing,US,north_america,22,0,0,95,20
figs.com,FIGS,retail,US,north_america,22,0,0,95,20
pennylane.com,Pennylane,fintech,FR,europe,22,0,0,95,20
mango.com,Mango,retail,ES,europe,22,0,0,95,20
adidas.com,Adidas,retail,US,north_america,22,0,0,95,20
travelperk.com,TravelPerk,saas,ES,europe,22,0,0,95,20
three.co.uk,Three UK,telecom,GB,europe,22,0,0,95,20
ualá.com.ar,Ualá,fintech,AR,latam,22,0,0,95,20
zapper.com,Zapper,fintech,ZA,africa,22,0,0,95,20
openai.com,OpenAI,api_computing,US,north_america,22,0,0,95,20
twigafoods.com,Twiga Foods,b2b,KE,africa,22,0,0,95,20
cellulant.io,Cellulant,fintech,KE,africa,22,0,0,95,20
healthit.ke,HealthIT,healthcare,KE,africa,22,0,0,95,20
linio.com,Linio,marketplace,MX,latam,22,0,0,95,20
getir.com,Getir,retail,DE,europe,22,0,0,95,20
privalia.com,Privalia,retail,ES,europe,22,0,0,95,20
thunes.com,Thunes,fintech,SG,apac,22,0,0,95,20
jumia.com,Jumia,marketplace,NG,africa,22,0,10,60,50
tigo.com.co,Tigo Colombia,telecom,CO,latam,22,0,0,95,20
casasbahia.com.br,Casas Bahia,retail,BR,latam,22,0,0,95,20
lipalater.com,Lipa Later,fintech,KE,africa,22,0,0,95,20
zurichat.com,Zuri Chat,saas,KE,africa,22,0,0,95,20
orange.com,Orange,telecom,FR,europe,22,0,0,95,20
entel.cl,Entel Chile,telecom,CL,latam,22,0,0,95,20
centauro.com.br,Centauro,retail,BR,latam,22,0,0,95,20
yo.co.ug,Yo Uganda,fintech,UG,africa,22,0,0,95,20
smartbill.ro,SmartBill,saas,RO,europe,22,0,0,95,20
ride.com.et,Ride ET,other,ET,africa,22,0,0,95,20
moneygram.com,MoneyGram,fintech,US,north_america,22,0,10,75,28
tnm.co.mw,TNM Malawi,other,MW,africa,22,0,0,95,20
mediclinic.co.za,Mediclinic,healthcare,ZA,africa,22,0,0,95,20
agentopolis.ai,Agentopolis,saas,US,north_america,22,0,0,95,20
palacio.mx,Palacio de Hierro,retail,MX,latam,22,0,0,95,20
starling.com,Starling Bank,fintech,UK,europe,22,0,0,95,20
amazon.com.br,Amazon Brazil,marketplace,BR,latam,22,0,10,80,23
jiomart.com,JioMart,marketplace,IN,apac,22,0,0,95,20
lululemon.com,Lululemon,retail,US,north_america,22,0,0,95,20
mongodb.com,MongoDB,api_computing,US,north_america,22,0,0,95,20
sendy.co.ke,Sendy,other,KE,africa,22,0,0,95,20
maxab.io,MaxAB,b2b,EG,africa,22,0,0,95,20
telebirretb.com.et,Telebirr,fintech,ET,africa,22,0,0,95,20
netcare.co.za,Netcare,healthcare,ZA,africa,22,0,0,95,20
flywairlines.com,flyWair,travel,ZA,africa,22,0,0,95,20
coupang.com,Coupang,marketplace,KR,apac,22,0,0,95,20
mastercard.com,Mastercard,fintech,US,north_america,22,0,0,95,20
fastenal.com,Fastenal,b2b,US,north_america,22,0,0,95,20
pagseguro.com.br,PagSeguro,fintech,BR,latam,22,0,0,95,20
fawry.com,Fawry,fintech,EG,africa,22,0,0,95,20
travelstart.co.za,Travelstart,travel,ZA,africa,22,0,0,95,20
brack.ch,Brack.ch,retail,CH,europe,22,0,0,95,20
swisscom.ch,Swisscom,telecom,CH,europe,22,0,0,95,20
modivo.pl,Modivo,retail,PL,europe,22,0,0,95,20
sentry.io,Sentry,api_computing,US,north_america,22,0,0,95,20
redis.io,Redis,api_computing,US,north_america,22,0,0,95,20
zapier.com,Zapier,protocol_active,US,north_america,22,0,0,95,20
kogan.com.au,Kogan,retail,AU,apac,22,0,0,95,20
trouva.com,Trouva,retail,GB,europe,22,0,0,95,20
zopa.com,Zopa,fintech,GB,europe,22,0,0,95,20
materialist.com,Materialist,retail,SE,europe,22,0,0,95,20
trivago.com,Trivago,travel,DE,europe,22,0,0,95,20
pagseguro.uol.com.br,PagSeguro,fintech,BR,latam,22,0,0,95,20
servicenow.com,ServiceNow,saas,US,north_america,22,0,0,95,20
m-pesa.com,M-Pesa,fintech,KE,africa,22,0,0,95,20
zomato.com,Zomato,marketplace,IN,apac,22,0,0,95,20
vodafone.com,Vodafone,telecom,GB,europe,22,0,0,95,20
telenor.com,Telenor,telecom,NO,europe,22,0,0,95,20
televisa.com,Televisa,media,MX,latam,22,0,0,95,20
globo.com,Globo,media,BR,latam,22,0,0,95,20
replicate.com,Replicate,api_computing,US,north_america,22,0,0,95,20
wave.com,Wave,fintech,SN,africa,22,0,0,95,20
catch.com.au,Catch,marketplace,AU,apac,22,0,0,95,20
cursor.com,Cursor,protocol_active,US,north_america,22,0,0,95,20
gymshark.com,Gymshark,retail,GB,europe,22,0,0,95,20
viva.aero,VivaAerobus,travel,MX,latam,22,0,0,95,20
lush.com,Lush,retail,GB,europe,22,0,0,95,20
natura.com.br,Natura,retail,BR,latam,22,0,0,95,20
patreon.com,Patreon,marketplace,US,north_america,22,0,10,80,20
zettle.com,Zettle,fintech,SE,europe,22,0,0,95,20
thomasnet.com,ThomasNet,b2b,US,north_america,22,0,0,95,20
sendinblue.com,Brevo,saas,FR,europe,22,0,0,95,20
woolworths.com.au,Woolworths AU,retail,AU,apac,22,0,0,95,20
elcorteingles.es,El Corte Ingles,retail,ES,europe,22,0,0,95,20
telefonica.com,Telefonica,telecom,ES,europe,22,0,0,95,20
namshi.com,Namshi,retail,AE,mena,22,0,0,95,20
meesho.com,Meesho,marketplace,IN,apac,22,0,0,95,20
kroger.com,Kroger,retail,US,north_america,22,0,0,95,20
rothy.com,Rothy's,retail,US,north_america,22,0,0,95,20
coppel.com,Coppel,retail,MX,latam,22,0,0,95,20
przelewy24.pl,Przelewy24,fintech,PL,europe,22,0,0,95,20
staples.com,Staples,retail,US,north_america,22,0,0,95,20
ozon.ru,Ozon,marketplace,RU,europe,22,0,0,95,20
darty.com,Darty,retail,FR,europe,22,0,0,95,20
planet42.com,Planet42,fintech,EE,europe,22,0,0,95,20
vivara.com.br,Vivara,retail,BR,latam,22,0,0,95,20
thetimes.com,The Times,media,GB,europe,22,0,0,95,20
fly.io,Fly.io,api_computing,US,north_america,22,0,0,95,20
superama.com.mx,Superama/Walmart Express,retail,MX,latam,22,0,0,95,20
represent.com,Represent,retail,GB,europe,22,0,0,95,20
tessuti.co.uk,Tessuti,retail,GB,europe,22,0,0,95,20
planday.com,Planday,saas,DK,europe,22,0,0,95,20
swile.co,Swile,fintech,FR,europe,22,0,0,95,20
home24.de,Home24,retail,DE,europe,22,0,0,95,20
raya.shop,Raya Shop,retail,EG,africa,22,0,0,95,20
laredoute.fr,La Redoute,retail,FR,europe,22,0,0,95,20
chipper.com,Chipper Cash,fintech,NG,africa,22,0,0,95,20
netflix.com,Netflix,media,US,north_america,22,0,0,95,20
medium.com,Medium,media,US,north_america,22,0,0,95,20
techcrunch.com,TechCrunch,media,US,north_america,22,0,0,95,20
elastic.co,Elastic,api_computing,US,north_america,22,0,0,95,20
lowes.com,Lowe's,retail,US,north_america,22,0,0,95,20
endclothing.com,END. Clothing,retail,GB,europe,22,0,0,95,20
superoffice.com,SuperOffice,saas,NO,europe,22,0,0,95,20
sainsburys.co.uk,Sainsbury's,retail,GB,europe,22,0,0,95,20
exito.com,Exito,retail,CO,latam,22,0,0,95,20
freshful.ro,Freshful,retail,RO,europe,22,0,0,95,20
jumia.co.tz,Jumia Tanzania,marketplace,TZ,africa,22,0,0,95,20
digitalocean.com,DigitalOcean,api_computing,US,north_america,22,0,0,95,20
wired.com,Wired,media,US,north_america,22,0,0,95,20
latam.com,LATAM Airlines,travel,CL,latam,22,0,0,95,20
netlify.com,Netlify,api_computing,US,north_america,22,0,0,95,20
datadog.com,Datadog,api_computing,US,north_america,22,0,0,95,20
macys.com,Macy's,retail,US,north_america,22,0,0,95,20
papier.com,Papier,retail,GB,europe,22,0,0,95,20
nordicnest.com,Nordic Nest,retail,SE,europe,22,0,0,95,20
cora.com.br,Cora,fintech,BR,latam,22,0,0,95,20
opay.com,OPay,fintech,NG,africa,22,0,0,95,20
across.to,Across Protocol,fintech,US,north_america,22,0,0,95,23
mouser.com,Mouser Electronics,b2b,US,north_america,22,0,0,95,20
gittigidiyor.com,GittiGidiyor,marketplace,TR,europe,22,0,0,95,20
aircall.io,Aircall,saas,FR,europe,22,0,0,95,20
twilio.com,Twilio,api_computing,US,north_america,22,0,0,95,20
amazon.com.mx,Amazon Mexico,marketplace,MX,latam,22,0,10,80,23
brave.com,Brave,protocol_active,US,north_america,22,0,0,95,20
toast.co.uk,Toast,retail,GB,europe,22,0,0,95,20
reima.com,Reima,retail,FI,europe,22,0,0,95,20
slevomat.cz,Slevomat,marketplace,CZ,europe,22,0,0,95,20
catawiki.com,Catawiki,marketplace,NL,europe,22,0,0,95,20
cultbeauty.co.uk,Cult Beauty,retail,GB,europe,22,0,0,95,20
vente-privee.com,Veepee,retail,FR,europe,22,0,0,95,20
nord-security.com,Nord Security,saas,LT,europe,22,0,0,95,20
chico-rei.com,Chico Rei,retail,BR,latam,22,0,0,95,20
cloudwalk.io,CloudWalk,fintech,BR,latam,22,0,0,95,20
