domain,merchant_name,merchant_category,country_code,region,company_size,readiness_score,protocol_score,data_score,accessibility_score,checkout_score,business_model,ucp_status,acp_status,x402_status,mcp_status,ap2_status,nlweb_status,visa_vic_status,mastercard_status,ecommerce_platform,guest_checkout_available,has_captcha,supports_pix,supports_spei,supports_crypto,robots_allows_agents,robots_blocks_all_bots
coppel.com,Coppel,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
przelewy24.pl,Przelewy24,fintech,PL,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
staples.com,Staples,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
ozon.ru,Ozon,marketplace,RU,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
darty.com,Darty,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
planet42.com,Planet42,fintech,EE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
vivara.com.br,Vivara,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
thetimes.com,The Times,media,GB,europe,sme,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
fly.io,Fly.io,api_computing,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
superama.com.mx,Superama/Walmart Express,retail,MX,latam,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
represent.com,Represent,retail,GB,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tessuti.co.uk,Tessuti,retail,GB,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
planday.com,Planday,saas,DK,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
swile.co,Swile,fintech,FR,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
home24.de,Home24,retail,DE,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
raya.shop,Raya Shop,retail,EG,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
laredoute.fr,La Redoute,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
chipper.com,Chipper Cash,fintech,NG,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
netflix.com,Netflix,media,US,north_america,enterprise,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
medium.com,Medium,media,US,north_america,sme,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
techcrunch.com,TechCrunch,media,US,north_america,sme,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
elastic.co,Elastic,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
lowes.com,Lowe's,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
endclothing.com,END. Clothing,retail,GB,europe,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
superoffice.com,SuperOffice,saas,NO,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
sainsburys.co.uk,Sainsbury's,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
exito.com,Exito,retail,CO,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
freshful.ro,Freshful,retail,RO,europe,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jumia.co.tz,Jumia Tanzania,marketplace,TZ,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
digitalocean.com,DigitalOcean,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
wired.com,Wired,media,US,north_america,sme,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
latam.com,LATAM Airlines,travel,CL,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
netlify.com,Netlify,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
datadog.com,Datadog,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
macys.com,Macy's,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
papier.com,Papier,retail,GB,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
nordicnest.com,Nordic Nest,retail,SE,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cora.com.br,Cora,fintech,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
opay.com,OPay,fintech,NG,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
across.to,Across Protocol,fintech,US,north_america,sme,22,0,0,95,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
mouser.com,Mouser Electronics,b2b,US,north_america,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
gittigidiyor.com,GittiGidiyor,marketplace,TR,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
aircall.io,Aircall,saas,FR,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
twilio.com,Twilio,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
amazon.com.mx,Amazon Mexico,marketplace,MX,latam,sme,22,0,10,80,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
brave.com,Brave,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
toast.co.uk,Toast,retail,GB,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
reima.com,Reima,retail,FI,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
slevomat.cz,Slevomat,marketplace,CZ,europe,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
catawiki.com,Catawiki,marketplace,NL,europe,enterprise,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cultbeauty.co.uk,Cult Beauty,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
vente-privee.com,Veepee,retail,FR,europe,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
nord-security.com,Nord Security,saas,LT,europe,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
chico-rei.com,Chico Rei,retail,BR,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cloudwalk.io,CloudWalk,fintech,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
tributi.com,Tributi,fintech,CO,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
yuppiechef.com,Yuppiechef,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
flaschenpost.de,Flaschenpost,retail,DE,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
marisa.com.br,Marisa,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
intercom.com,Intercom,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
myprotein.com,Myprotein,retail,GB,europe,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
hawkersco.com,Hawkers,retail,ES,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
gopuff.com,Gopuff,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
rapha.cc,Rapha,retail,GB,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
oracle.com,Oracle,saas,US,north_america,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
keboola.com,Keboola,saas,CZ,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
spendesk.com,Spendesk,fintech,FR,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
teleport.org,Teleport,saas,EE,europe,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
elo7.com.br,Elo7,marketplace,BR,latam,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
meliuz.com.br,Meliuz,fintech,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
linx.com.br,Linx,saas,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
hering.com.br,Hering,retail,BR,latam,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
multilaser.com.br,Multilaser,retail,BR,latam,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mercadoshops.com.mx,Mercado Shops MX,saas,MX,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
cornershop.io,Cornershop CL,marketplace,CL,latam,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
khipu.com,Khipu,fintech,CL,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
bnext.mx,Bnext MX,fintech,MX,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
baz.app,BAZ,fintech,MX,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
tiendamia.com,TiendaMia,marketplace,AR,latam,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
personal.com.ar,Personal AR,other,AR,latam,startup,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
raisin.com,Raisin,fintech,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
cyberport.de,Cyberport,retail,DE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
1password.com,1Password,protocol_active,CA,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
livestorm.co,Livestorm,saas,FR,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
10x-banking.com,10x Banking,fintech,GB,europe,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
boozt.com,Boozt,retail,SE,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mano-mano.com,ManoMano,marketplace,FR,europe,enterprise,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bukalapak.com,Bukalapak,marketplace,ID,apac,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
hive.fi,Hive,saas,FI,europe,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
bunq.com,Bunq,fintech,NL,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
drogasil.com.br,Drogasil,retail,BR,latam,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bsale.cl,Bsale,saas,CL,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
credijusto.com,Credijusto,fintech,MX,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
tottus.com.pe,Tottus Peru,retail,PE,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
interbank.pe,Interbank,fintech,PE,latam,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
brubank.com,Brubank,fintech,AR,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
helium-health.com,Helium Health,healthcare,NG,africa,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
teamapt.com,TeamApt,fintech,NG,africa,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
myshopnow.ng,MyShop,retail,NG,africa,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
naranjax.com,NaranjaX,fintech,AR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
sky.garden,Sky Garden,marketplace,KE,africa,startup,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
amazon.ca,Amazon Canada,marketplace,CA,north_america,sme,22,0,10,80,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
form3.tech,Form3,fintech,GB,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
dr-consulta.com,Dr. Consulta,healthcare,BR,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
pagar.me,Pagar.me,fintech,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
dafiti.com.mx,Dafiti Mexico,retail,MX,latam,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
etpay.com,Etpay,fintech,CL,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
oyster.mx,Oyster MX,fintech,MX,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
facturapi.io,Facturapi,saas,MX,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
spin-premia.com.mx,Spin Premia,fintech,MX,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
liteboxer.com.co,Liteboxer CO,retail,CO,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tambo.pe,Tambo+,retail,PE,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
lapolar.cl,La Polar,retail,CL,latam,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bancolombia.com,Bancolombia App,fintech,CO,latam,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
mi-store.com.ec,Mi Store EC,retail,EC,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
andela.com,Andela,saas,NG,africa,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
payphone.com.ec,PayPhone,fintech,EC,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
d-light.com,d.light,other,KE,africa,startup,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
hotels.ng,Hotels.ng,travel,NG,africa,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
moringa.school,Moringa School,other,KE,africa,startup,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
brimore.com,Brimore,marketplace,EG,africa,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
flexpay.co.ke,FlexPay Kenya,fintech,KE,africa,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
mookh.com,Mookh,marketplace,KE,africa,startup,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
kytabu.com,Kytabu,other,KE,africa,startup,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
stitch.money,Stitch,fintech,ZA,africa,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
breadfast.com,Breadfast,retail,EG,africa,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mpesa.in.ke,M-Pesa,fintech,KE,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
back-market.de,Back Market DE,marketplace,DE,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jobandtalent.com,Jobandtalent,saas,ES,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
scout24.com,Scout24,marketplace,DE,europe,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
badi.com,Badi,marketplace,ES,europe,mid-market,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
getnet.com.br,Getnet,fintech,BR,latam,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
swvl.com,Swvl,other,EG,africa,mid-market,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
plaid.com,Plaid,fintech,US,north_america,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
retool.com,Retool,saas,US,north_america,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
scaleway.com,Scaleway,saas,FR,europe,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
ironhack.com,Ironhack,other,ES,europe,mid-market,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
bob-shop.co.za,Bob Shop,retail,ZA,africa,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
clearco.com,Clearco,fintech,CA,north_america,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
spryker.com,Spryker,saas,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
hellofresh.de,HelloFresh DE,retail,DE,europe,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
recarga.com,Recarga,fintech,BR,latam,startup,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
